
RTEMS Shell on /dev/console. Use 'help' to list commands.
SHLL [/] # nexus0: <RTEMS Nexus device>
info: lo0: link state changed to UP
=== Exp3inter-ST: Task Chain (n=15) SingleThreadedExecutor ===
Period: 200ms, Rounds: 500
[E3IST-CSV] 15,259,32814860,6249430,0,0,1160910,0,26481950,769561500866
[E3IST-CSV] 15,260,32966430,6202690,0,0,1105190,0,26678260,772371943456
[E3IST-CSV] 15,261,33792310,6489340,0,0,1258050,0,27203060,775215248266
[E3IST-CSV] 15,262,32570260,6288120,0,0,1050130,0,26203470,777967796866
[E3IST-CSV] 15,263,31617570,5923990,0,0,1108130,0,25606640,780732552096
[E3IST-CSV] 15,264,32848680,6333860,0,0,1135170,0,26424740,783574602506
[E3IST-CSV] 15,265,31279250,5716040,0,0,1062240,0,25499200,786341846626
[E3IST-CSV] 15,266,32013960,6119040,0,0,1032790,0,25812720,789180653766
[E3IST-CSV] 15,267,39452460,8183450,0,0,1201440,0,31129150,792154616596
[E3IST-CSV] 15,268,31409850,6016210,0,0,1057490,0,25316660,794704506396
[E3IST-CSV] 15,269,32815420,6275210,0,0,1065770,0,26450650,797590971886
[E3IST-CSV] 15,270,33199250,6524880,0,0,1049850,0,26578850,800404491056
[E3IST-CSV] 15,271,33098880,6207010,0,0,1283360,0,26804440,803213342546
[E3IST-CSV] 15,272,30455100,5473200,0,0,1196490,0,24921190,805974715446
[E3IST-CSV] 15,273,33601220,6234260,0,0,1119470,0,27284730,808723066916
[E3IST-CSV] 15,274,31863000,6110940,0,0,1082690,0,25679910,811575807066
[E3IST-CSV] 15,275,31036010,5693780,0,0,997940,0,25281690,814320988596
[E3IST-CSV] 15,276,32012160,6871870,0,0,1131410,0,25009470,817203575646
[E3IST-CSV] 15,277,31264070,5770390,0,0,1073130,0,25431550,819940850946
[E3IST-CSV] 15,278,31670620,6106180,0,0,1016620,0,25493340,822682594526
[E3IST-CSV] 15,279,32826550,6247800,0,0,1127170,0,26487760,825572589666
[E3IST-CSV] 15,280,37951100,6627470,0,0,1131840,0,31235740,828482107836
[E3IST-CSV] 15,281,33282870,6486250,0,0,1103230,0,26712610,831203139356
[E3IST-CSV] 15,282,33148230,6388040,0,0,1168490,0,26671000,833989045796
[E3IST-CSV] 15,283,32548700,6285300,0,0,1294360,0,26171570,836727016866
[E3IST-CSV] 15,284,33056100,6464910,0,0,1068080,0,26504590,839616356896
[E3IST-CSV] 15,285,33006370,6456750,0,0,1027160,0,26455190,842391949276
[E3IST-CSV] 15,286,30796530,5753470,0,0,1013390,0,24977010,845121088756
[E3IST-CSV] 15,287,32943820,6289770,0,0,1074850,0,26487440,847983543546
[E3IST-CSV] 15,288,32426070,6247190,0,0,1177320,0,26092040,850715059276
[E3IST-CSV] 15,289,33469080,6416990,0,0,1095860,0,26964440,853666110806
[E3IST-CSV] 15,290,33084020,6378250,0,0,1146400,0,26620120,856388496576
[E3IST-CSV] 15,291,32199590,6127200,0,0,1061780,0,25996460,859235505676
[E3IST-CSV] 15,292,30790980,5643600,0,0,1130360,0,25086690,861946069306
[E3IST-CSV] 15,293,31095490,5735170,0,0,1288370,0,25290850,864660987836
[E3IST-CSV] 15,294,31799150,6066250,0,0,1021170,0,25653950,867551185136
[E3IST-CSV] 15,295,33042550,6320500,0,0,1144920,0,26638340,870387733156
[E3IST-CSV] 15,296,31716440,6035970,0,0,1077810,0,25609300,873181603796
[E3IST-CSV] 15,297,30909080,5992240,0,0,1029740,0,24828850,875980536086
[E3IST-CSV] 15,298,31915810,6115000,0,0,1104170,0,25728810,878676610476
[E3IST-CSV] 15,299,30836300,5757620,0,0,1018720,0,25015630,881536985996
[E3IST-CSV] 15,300,35898660,6329150,0,0,1143400,0,29483980,884440906656
[E3IST-CSV] 15,301,33869570,6838610,0,0,1032560,0,26938630,887204825536
[E3IST-CSV] 15,302,31924160,6023150,0,0,1165730,0,25817900,889959547376
[E3IST-CSV] 15,303,31728720,6054700,0,0,1155400,0,25588870,892689087736
[E3IST-CSV] 15,304,33044810,6510720,0,0,1023540,0,26434900,895592572106
[E3IST-CSV] 15,305,32945990,6367830,0,0,1064980,0,26486830,898392069906
[E3IST-CSV] 15,306,31511040,6103000,0,0,1113040,0,25328030,901211232106
[E3IST-CSV] 15,307,39656080,7015510,0,0,1161010,0,32563660,904050447996
[E3IST-CSV] 15,308,32112520,5881380,0,0,1336700,0,26158090,906685363646
[E3IST-CSV] 15,309,34751290,6602630,0,0,1144970,0,28051850,909625591826
[E3IST-CSV] 15,310,33611890,6507580,0,0,1083550,0,26938150,912401701446
[E3IST-CSV] 15,311,32518390,6259640,0,0,1034610,0,26168560,915203558826
[E3IST-CSV] 15,312,33692530,6484760,0,0,1044590,0,27117640,918003019086
[E3IST-CSV] 15,313,31765880,5821580,0,0,1171420,0,25872940,920699160696
[E3IST-CSV] 15,314,33542770,6506970,0,0,1049880,0,26941880,923599236426
[E3IST-CSV] 15,315,30596100,5660750,0,0,1076850,0,24877750,926281502406
[E3IST-CSV] 15,316,30825400,5770400,0,0,1044390,0,24989900,929194288356
[E3IST-CSV] 15,317,31380440,5809780,0,0,1043890,0,25498590,932017882906
[E3IST-CSV] 15,318,32611680,6244630,0,0,1215900,0,26246900,934681156476
[E3IST-CSV] 15,319,32372760,6220190,0,0,1013600,0,26043730,937561001806
[E3IST-CSV] 15,320,31558710,5944030,0,0,1065200,0,25542270,940401541946
[E3IST-CSV] 15,321,35549830,7281220,0,0,1331120,0,28167960,943214256036
[E3IST-CSV] 15,322,33126030,6414620,0,0,1028120,0,26614820,946003536186
[E3IST-CSV] 15,323,32509600,6385930,0,0,1001650,0,25971490,948817147726
[E3IST-CSV] 15,324,32237490,6227820,0,0,1095370,0,25929550,951616073136
[E3IST-CSV] 15,325,32419950,5774770,0,0,1055290,0,26548000,954360115486
[E3IST-CSV] 15,326,32614310,6128380,0,0,1069840,0,26397500,957186969686
[E3IST-CSV] 15,327,30528830,5596200,0,0,1005040,0,24873290,959936650436
[E3IST-CSV] 15,328,32312610,6282660,0,0,1000390,0,25948580,962774961806
[E3IST-CSV] 15,329,30462820,5676500,0,0,1000860,0,24725160,965524093946
[E3IST-CSV] 15,330,32302220,6263630,0,0,1077910,0,25957410,968408519256
[E3IST-CSV] 15,331,34715500,6255450,0,0,1141090,0,28369380,971212777096
[E3IST-CSV] 15,332,33011110,6345870,0,0,1140070,0,26575680,973998574656
[E3IST-CSV] 15,333,31268300,5777140,0,0,1004750,0,25424690,976663314886
[E3IST-CSV] 15,334,32813870,6396060,0,0,1031330,0,26329150,979578145866
[E3IST-CSV] 15,335,33073950,6207850,0,0,1055730,0,26781500,982457924936
[E3IST-CSV] 15,336,33032550,6339880,0,0,1027110,0,26604810,985189224196
[E3IST-CSV] 15,337,34776740,6478810,0,0,1102460,0,28214280,988056343836
[E3IST-CSV] 15,338,31180400,5985610,0,0,1045880,0,25129990,990652681806
[E3IST-CSV] 15,339,33561690,6521690,0,0,1105380,0,26950970,993641858466
[E3IST-CSV] 15,340,31957350,6060010,0,0,998320,0,25814040,996447813706
[E3IST-CSV] 15,341,33468500,6380660,0,0,1079610,0,26988550,999197852006
[E3IST-CSV] 15,342,33134790,6282040,0,0,1121770,0,26762840,1001986736906
[E3IST-CSV] 15,343,33194140,6600240,0,0,1048720,0,26504240,1004777400516
[E3IST-CSV] 15,344,32677990,6241990,0,0,1052820,0,26280090,1007577024816
[E3IST-CSV] 15,345,33262360,6606020,0,0,1165700,0,26564750,1010393590566
[E3IST-CSV] 15,346,33539950,6587080,0,0,1026650,0,26853430,1013202146446
[E3IST-CSV] 15,347,33113860,6499970,0,0,1024430,0,26520630,1015992025696
[E3IST-CSV] 15,348,31457480,5998930,0,0,1051560,0,25392070,1018722914736
[E3IST-CSV] 15,349,33397470,6589660,0,0,1022160,0,26713540,1021605162726
[E3IST-CSV] 15,350,30711820,5771880,0,0,1004950,0,24876490,1024294855896
[E3IST-CSV] 15,351,33672790,6568670,0,0,1075630,0,27000920,1027209798086
[E3IST-CSV] 15,352,33053400,6299500,0,0,1030320,0,26666140,1029990139176
[E3IST-CSV] 15,353,33802420,6522010,0,0,1098040,0,27184590,1032809879536
[E3IST-CSV] 15,354,33037790,6571510,0,0,1106500,0,26374010,1035595990686
[E3IST-CSV] 15,355,33012410,6327090,0,0,1029110,0,26594840,1038388632416
[E3IST-CSV] 15,356,32803090,6740410,0,0,1005440,0,25967810,1041189112196
[E3IST-CSV] 15,357,32790270,6422010,0,0,1063070,0,26209630,1043980145766
[E3IST-CSV] 15,358,34284400,6844190,0,0,1031750,0,27338630,1046807182276
[E3IST-CSV] 15,359,31088370,5710820,0,0,1112830,0,25313440,1049558492726
[E3IST-CSV] 15,360,32156200,6188590,0,0,1044910,0,25889040,1052403642766
[E3IST-CSV] 15,361,32723340,6256070,0,0,1034200,0,26380500,1055250510396
[E3IST-CSV] 15,362,31140180,6231570,0,0,999600,0,24788510,1057992095446
[E3IST-CSV] 15,363,34487690,6256870,0,0,1121520,0,28146030,1060795582986
[E3IST-CSV] 15,364,32033050,6039990,0,0,1057160,0,25905900,1063623523566
[E3IST-CSV] 15,365,32738540,6358730,0,0,1063920,0,26276610,1066375038926
[E3IST-CSV] 15,366,38387450,7883010,0,0,1506840,0,30387050,1069188116866
[E3IST-CSV] 15,367,35523920,7203190,0,0,1058370,0,28198990,1072070175226
[E3IST-CSV] 15,368,34309440,6659910,0,0,1062640,0,27554400,1074814526886
[E3IST-CSV] 15,369,37366880,6228100,0,0,1125750,0,31070320,1077545244296
[E3IST-CSV] 15,370,30762280,5551570,0,0,1057520,0,25151320,1080338932686
[E3IST-CSV] 15,371,30945300,5948200,0,0,995890,0,24918200,1083149985206
[E3IST-CSV] 15,372,30494150,5595860,0,0,997480,0,24838650,1085978005426
[E3IST-CSV] 15,373,32247480,6006800,0,0,1141800,0,26154670,1088838443416
[E3IST-CSV] 15,374,32012000,6050920,0,0,1172050,0,25884560,1091623334506
[E3IST-CSV] 15,375,30552060,5649340,0,0,1000060,0,24845160,1094336017126
[E3IST-CSV] 15,376,30830460,5634860,0,0,1011870,0,25134460,1097163081296
[E3IST-CSV] 15,377,30410990,5688390,0,0,1051380,0,24663020,1100024467636
[E3IST-CSV] 15,378,32156120,5810990,0,0,1088270,0,26276270,1102755518046
[E3IST-CSV] 15,379,32638120,6267610,0,0,1071970,0,26281440,1105571917896
[E3IST-CSV] 15,380,33241410,6490370,0,0,1028690,0,26661410,1108415368476
[E3IST-CSV] 15,381,32704630,6492060,0,0,1018380,0,26120940,1111191013346
[E3IST-CSV] 15,382,33500830,6572350,0,0,1106950,0,26831090,1114005988606
[E3IST-CSV] 15,383,32298530,5901440,0,0,1068130,0,26330720,1116754758036
[E3IST-CSV] 15,384,32666330,6127330,0,0,1018710,0,26456670,1119569532016
[E3IST-CSV] 15,385,31002410,5632030,0,0,1095230,0,25309490,1122369556086
[E3IST-CSV] 15,386,31345790,5878250,0,0,1050920,0,25402520,1125169519696
[E3IST-CSV] 15,387,32241930,6127870,0,0,1155740,0,25951110,1128052485416
[E3IST-CSV] 15,388,33536140,6514720,0,0,1090770,0,26930770,1130782024166
[E3IST-CSV] 15,389,30517100,5468980,0,0,1154960,0,24985390,1133445404586
[E3IST-CSV] 15,390,33502840,6654130,0,0,1063900,0,26655960,1136402890426
[E3IST-CSV] 15,391,32916520,6301640,0,0,1104250,0,26519890,1139188441516
[E3IST-CSV] 15,392,33775510,6572190,0,0,1080400,0,27107360,1142015034426
[E3IST-CSV] 15,393,36869400,6836680,0,0,1190880,0,29937910,1144906659706
[E3IST-CSV] 15,394,36044570,7381080,0,0,1094450,0,28542340,1147672514436
[E3IST-CSV] 15,395,40907450,6848430,0,0,1174430,0,33978630,1150485038386
[E3IST-CSV] 15,396,32387850,5842050,0,0,1007320,0,26480560,1153077150326
[E3IST-CSV] 15,397,33198240,6413300,0,0,1035930,0,26695250,1156001538506
[E3IST-CSV] 15,398,31311230,5945540,0,0,1000930,0,25288690,1158809569446
[E3IST-CSV] 15,399,31049240,5553500,0,0,1191260,0,25432240,1161457283136
[E3IST-CSV] 15,400,34702120,6553110,0,0,1097620,0,28059960,1164447687856
[E3IST-CSV] 15,401,31843220,5893190,0,0,1015580,0,25872480,1167145860116
[E3IST-CSV] 15,402,31802170,6161210,0,0,1097400,0,25549880,1170006788436
[E3IST-CSV] 15,403,33139210,6531900,0,0,1071890,0,26520900,1172803527896
[E3IST-CSV] 15,404,35984810,7166770,0,0,998220,0,28720120,1175618135626
[E3IST-CSV] 15,405,31092250,5728290,0,0,1042480,0,25299940,1178360650056
[E3IST-CSV] 15,406,32671980,6183750,0,0,1019920,0,26392280,1181196502506
[E3IST-CSV] 15,407,30973660,6256880,0,0,1035930,0,24599240,1184004097086
[E3IST-CSV] 15,408,34256660,6518270,0,0,1157640,0,27644860,1186811624326
[E3IST-CSV] 15,409,31923800,6123730,0,0,1014710,0,25718130,1189614144576
[E3IST-CSV] 15,410,33744020,6583190,0,0,1076450,0,26980560,1192402876216
[E3IST-CSV] 15,411,30902780,5749230,0,0,1053510,0,25090750,1195146965476
[E3IST-CSV] 15,412,32638330,6123210,0,0,1035090,0,26430480,1198000307316
[E3IST-CSV] 15,413,31515850,5802360,0,0,1139940,0,25648470,1200723926486
[E3IST-CSV] 15,414,32199690,6264660,0,0,1051610,0,25849280,1203570700136
[E3IST-CSV] 15,415,33047020,6400810,0,0,1077920,0,26553370,1206380981066
[E3IST-CSV] 15,416,32788350,6247240,0,0,1055860,0,26447300,1209173985926
[E3IST-CSV] 15,417,33866910,6954180,0,0,1065350,0,26804900,1212006349196
[E3IST-CSV] 15,418,34082700,6573610,0,0,1204200,0,27414000,1214808804436
[E3IST-CSV] 15,419,31185740,5635550,0,0,1044630,0,25485860,1217529777536
[E3IST-CSV] 15,420,31729180,5795440,0,0,1076900,0,25867740,1220328965086
[E3IST-CSV] 15,421,34272200,6580250,0,0,1098850,0,27593030,1223212567506
[E3IST-CSV] 15,422,33885930,6614530,0,0,1154540,0,27172220,1226007154306
[E3IST-CSV] 15,423,34449350,6899930,0,0,1106250,0,27440320,1228812013486
[E3IST-CSV] 15,424,34112260,6592980,0,0,1250950,0,27420570,1231607960226
[E3IST-CSV] 15,425,33678550,6598790,0,0,1016100,0,26977290,1234400717316
[E3IST-CSV] 15,426,34011260,6588820,0,0,1099930,0,27193920,1237206790286
[E3IST-CSV] 15,427,33864790,6298960,0,0,1021030,0,27478520,1240005086276
[E3IST-CSV] 15,428,41380790,7467640,0,0,1224100,0,33822670,1242935544376
[E3IST-CSV] 15,429,33019980,6466830,0,0,1019670,0,26466620,1245573761696
[E3IST-CSV] 15,430,33335790,6598280,0,0,1068890,0,26644770,1248402278546
[E3IST-CSV] 15,431,33381140,6524670,0,0,1111110,0,26761380,1251198744636
[E3IST-CSV] 15,432,32031400,6201160,0,0,1113100,0,25750280,1253979647086
[E3IST-CSV] 15,433,36217620,6703980,0,0,1089740,0,29419720,1256888380046
[E3IST-CSV] 15,434,31575260,5860820,0,0,1096130,0,25642000,1259576232086
[E3IST-CSV] 15,435,31976430,5847310,0,0,1052960,0,26063110,1262360742956
[E3IST-CSV] 15,436,31597440,5925050,0,0,1182900,0,25591830,1265182961786
[E3IST-CSV] 15,437,35162750,6929850,0,0,1145620,0,28114740,1268052004636
[E3IST-CSV] 15,438,31230380,5601930,0,0,1020930,0,25568200,1270655442306
[E3IST-CSV] 15,439,32793590,6224460,0,0,1119100,0,26483570,1273632798176
[E3IST-CSV] 15,440,31220980,6109080,0,0,1005890,0,25033810,1276348090046
[E3IST-CSV] 15,441,34409090,6552840,0,0,1039710,0,27763690,1279225662196
[E3IST-CSV] 15,442,33805070,6500000,0,0,1294620,0,27214050,1282010001386
[E3IST-CSV] 15,443,38538070,7360670,0,0,1088010,0,30922610,1284880078286
[E3IST-CSV] 15,444,35059330,6987850,0,0,1177800,0,27973020,1287617768146
[E3IST-CSV] 15,445,36366300,7403920,0,0,1095640,0,28671500,1290466032616
[E3IST-CSV] 15,446,33225030,6472260,0,0,1029080,0,26663420,1293200845236
[E3IST-CSV] 15,447,33266090,6461480,0,0,1028930,0,26712950,1296001057966
[E3IST-CSV] 15,448,33702600,6029030,0,0,1384970,0,27602780,1298721932716
[E3IST-CSV] 15,449,34238260,6631510,0,0,1372690,0,27424410,1301607748856
[E3IST-CSV] 15,450,34414720,7398390,0,0,1243940,0,26917080,1304405865366
[E3IST-CSV] 15,451,33791580,6391760,0,0,1100110,0,27311430,1307207977966
[E3IST-CSV] 15,452,30956880,5700770,0,0,1027100,0,25191780,1309984969686
[E3IST-CSV] 15,453,31296850,5822150,0,0,1057130,0,25403730,1312741788066
[E3IST-CSV] 15,454,33068640,6467320,0,0,1015430,0,26511690,1315614513326
[E3IST-CSV] 15,455,35496040,6463950,0,0,1077370,0,28940470,1318411966936
[E3IST-CSV] 15,456,32179880,5973300,0,0,1127710,0,26079810,1321184415526
[E3IST-CSV] 15,457,32776480,6530430,0,0,1081890,0,26080710,1324003360826
[E3IST-CSV] 15,458,33686010,6712540,0,0,1027720,0,26879290,1326798589106
[E3IST-CSV] 15,459,30721100,5666400,0,0,1051300,0,24987320,1329474842486
[E3IST-CSV] 15,460,33812640,6415620,0,0,1296890,0,27295550,1332408505526
[E3IST-CSV] 15,461,31702140,6072440,0,0,1009190,0,25535130,1335286990816
[E3IST-CSV] 15,462,32348710,6234820,0,0,1097780,0,26030040,1337962895416
[E3IST-CSV] 15,463,34295230,6589450,0,0,1077280,0,27612390,1340805401326
[E3IST-CSV] 15,464,31657000,5858460,0,0,1024790,0,25719770,1343635286606
[E3IST-CSV] 15,465,32927020,6195330,0,0,1024470,0,26636820,1346398888606
[E3IST-CSV] 15,466,36410830,6977990,0,0,1068110,0,29336710,1349241317856
[E3IST-CSV] 15,467,32316010,6192200,0,0,1023800,0,26035110,1351979834876
[E3IST-CSV] 15,468,32074640,6936270,0,0,1134420,0,25030510,1354799562846
[E3IST-CSV] 15,469,35571470,7095840,0,0,1090840,0,28363830,1357663101506
[E3IST-CSV] 15,470,37573810,7562490,0,0,1113280,0,29903880,1360452409336
[E3IST-CSV] 15,471,33365270,6559930,0,0,1169340,0,26706450,1363204315066
[E3IST-CSV] 15,472,31940430,6113790,0,0,1082000,0,25747100,1366015487466
[E3IST-CSV] 15,473,34361810,6655810,0,0,1051500,0,27609560,1368810107726
[E3IST-CSV] 15,474,30829910,5592440,0,0,1001040,0,25172710,1371522617526
[E3IST-CSV] 15,475,33065850,6491350,0,0,1067470,0,26480710,1374390211046
[E3IST-CSV] 15,476,35166560,7273950,0,0,1044980,0,27768480,1377354100086
[E3IST-CSV] 15,477,32188970,6137850,0,0,1056560,0,25972740,1380000144946
[E3IST-CSV] 15,478,34360330,6709800,0,0,1056690,0,27556800,1382810144676
[E3IST-CSV] 15,479,33697250,6507620,0,0,1148640,0,27089900,1385608330486
[E3IST-CSV] 15,480,30776580,5492520,0,0,1148510,0,25223330,1388339275816
[E3IST-CSV] 15,481,31841030,5971860,0,0,1103260,0,25790040,1391179758986
[E3IST-CSV] 15,482,38632730,6897230,0,0,1148110,0,31656740,1393996661856
[E3IST-CSV] 15,483,34129430,6641730,0,0,1097890,0,27390460,1396796746776
[E3IST-CSV] 15,484,30827210,5562360,0,0,1049530,0,25201470,1399556287876
[E3IST-CSV] 15,485,31964470,6159520,0,0,1011310,0,25725340,1402369610706
[E3IST-CSV] 15,486,32949580,6149370,0,0,1092700,0,26714990,1405261731366
[E3IST-CSV] 15,487,33379130,6393860,0,0,1025170,0,26852000,1407998430366
[E3IST-CSV] 15,488,31643560,6088800,0,0,1007360,0,25486920,1410728831096
[E3IST-CSV] 15,489,32149350,6038410,0,0,1193910,0,26033430,1413622451986
[E3IST-CSV] 15,490,30638770,5872410,0,0,990440,0,24670470,1416388560746
[E3IST-CSV] 15,491,38514610,6597950,0,0,1169100,0,31846790,1419242293026
[E3IST-CSV] 15,492,31949080,5912220,0,0,1088540,0,25975500,1421977034806
[E3IST-CSV] 15,493,31159890,5818150,0,0,1025940,0,25281150,1424727055656
[E3IST-CSV] 15,494,32326800,6055920,0,0,1047700,0,26192390,1427577612336
[E3IST-CSV] 15,495,33122920,6504760,0,0,1099670,0,26527860,1430400242406
[E3IST-CSV] 15,496,33529900,6797590,0,0,1028030,0,26635790,1433202020966
[E3IST-CSV] 15,497,30997700,6032770,0,0,1002300,0,24880410,1436045903406
[E3IST-CSV] 15,498,34266290,6815020,0,0,1070290,0,27352330,1438816197356
[E3IST-CSV] 15,499,33411120,6512800,0,0,1309730,0,26803290,1441595498166
[E3IST-SUMMARY] chain_len=15 e2e_avg=34583082 publish_avg=6686034 gc_trigger_avg=0 invoke_cb_avg=0 getnext_avg=1106383 take_data_avg=0 sched_avg=27789058 dispatch_avg=743014978932

*** FATAL ***
fatal source: 9 (RTEMS_FATAL_SOURCE_EXCEPTION)

R0   = 0x01596bb8 R8  = 0x00000000
R1   = 0x00000000 R9  = 0x00000000
R2   = 0x00000010 R10 = 0x00000000
R3   = 0x01596cb8 R11 = 0x00000000
R4   = 0x00c00c88 R12 = 0x01596cb8
R5   = 0x0030cbd1 SP  = 0x01596ba8
R6   = 0x00000000 LR  = 0x00000000
R7   = 0x01596ba8 PC  = 0x0030cc58
CPSR = 0x600d0173 VEC = 0x00000001
FPEXC = 0x40000000
FPSCR = 0x60000010
D00 = 0x0000000000000000
D01 = 0x0000000000000001
D02 = 0x000800020100007f
D03 = 0x0000000000000014
D04 = 0x00000c3f00040058
D05 = 0x0000000200080062
D06 = 0x0010002c0000002f
D07 = 0x0000000000000800
D08 = 0x0000000000000000
D09 = 0x0000000000000000
D10 = 0x0000000000000000
D11 = 0x0000000000000000
D12 = 0x0000000000000000
D13 = 0x0000000000000000
D14 = 0x0000000000000000
D15 = 0x0000000000000000
D16 = 0x0000000000000000
D17 = 0x0000000000000000
D18 = 0x0000000000000000
D19 = 0x0000000000000000
D20 = 0x00abcaac00abca98
D21 = 0x00abcadc00abcac0
D22 = 0x00abc9f400abc9e4
D23 = 0x00abca1400abca04
D24 = 0x00abc9b400abc9a4
D25 = 0x00abc9d400abc9c4
D26 = 0x00abc94000abc918
D27 = 0x00abc98000abc964
D28 = 0x00abc8c000abc890
D29 = 0x00abc8f800abc8dc
D30 = 0x00abcd7800abcd78
D31 = 0x00abc88400abc878
RTEMS version: 6.1.0.not-released
RTEMS tools: 13.3.0 20240521 (RTEMS 6, RSB no-repo, Newlib 1b3dcfd)
executing thread ID: 0x0a010001
executing thread name: UI1 
